,location,total_sqft,bath,price,bhk
2118,Dasanapura,966.0,2.0,58.0,2
2119,Dasanapura,708.0,1.0,41.0,1
2120,Dasanapura,814.0,2.0,43.7,2
2121,Dasarahalli,1295.0,2.0,65.0,2
2122,Dasarahalli,1520.0,2.0,75.0,3
2123,Dasarahalli,1300.0,2.0,55.0,2
2124,Dasarahalli,1901.0,3.0,119.0,3
2125,Dasarahalli,1150.0,2.0,70.0,2
2126,Dasarahalli,2400.0,3.0,150.0,7
2127,Dasarahalli,2100.0,3.0,120.0,3
2128,Dasarahalli,1300.0,2.0,50.0,2
2129,Dasarahalli,2400.0,2.0,152.0,3
2130,Dasarahalli,1220.0,2.0,52.0,2
2131,Dasarahalli,1375.0,2.0,60.0,2
2132,Dasarahalli,1950.0,3.0,125.0,3
2133,Dasarahalli,1333.0,2.0,86.65,2
2134,Dasarahalli,1333.0,2.0,78.56,2
2135,Dasarahalli,1220.0,2.0,62.0,2
2136,Dasarahalli,1200.0,2.0,42.0,2
2137,Dasarahalli,1160.0,2.0,49.0,2
2138,Devanahalli,3210.0,2.0,192.0,4
2139,Devanahalli,1260.0,2.0,66.78,2
2140,Devanahalli,1282.0,2.0,68.52,3
2141,Devanahalli,1360.0,2.0,65.0,2
2142,Devanahalli,1630.0,2.0,74.82,3
2143,Devanahalli,6136.0,4.0,560.0,4
2144,Devanahalli,1408.0,2.0,85.0,2
2145,Devanahalli,1010.0,2.0,51.0,2
2146,Devanahalli,1080.0,2.0,53.35,2
2147,Devanahalli,5000.0,5.0,395.0,4
2148,Devanahalli,1950.0,2.0,46.8,2
2149,Devanahalli,2400.0,5.0,100.0,5
2150,Devanahalli,1080.0,2.0,44.0,2
2151,Devanahalli,1282.0,2.0,52.43,3
2152,Devanahalli,1174.0,2.0,59.0,2
2153,Devanahalli,1600.0,3.0,180.0,3
2154,Devanahalli,3752.5,2.0,177.115,2
2155,Devanahalli,2400.0,5.0,190.0,4
2156,Devanahalli,1200.0,1.0,95.0,1
2157,Devanahalli,5000.0,4.0,465.0,4
2158,Devanahalli,658.0,1.0,34.0,1
2159,Devanahalli,658.0,1.0,26.91,1
2160,Devanahalli,698.5,1.0,28.57,1
2161,Devanahalli,1080.0,2.0,52.0,2
2162,Devanahalli,6136.0,4.0,550.0,4
2163,Devanahalli,1200.0,3.0,145.0,3
2164,Devanahalli,1700.0,3.0,88.2,3
2165,Devanahalli,1498.0,3.0,79.15,3
2166,Devanahalli,4920.0,4.0,393.5,4
2167,Devanahalli,1466.0,3.0,77.59,3
2168,Devanahalli,775.0,1.0,39.0,1
2169,Devanahalli,1020.0,2.0,49.87,1
2170,Devanahalli,1045.0,2.0,48.0,2
2171,Devanahalli,1550.0,3.0,85.0,3
2172,Devanahalli,1200.0,2.0,55.08,3
2173,Devanahalli,1340.0,2.0,65.0,2
2174,Devanahalli,2125.0,3.0,107.0,3
2175,Devanahalli,1230.0,2.0,56.45,2
2176,Devanahalli,1360.0,2.0,62.425,2
2177,Devanahalli,658.0,1.0,26.91,1
2178,Devanahalli,1290.0,2.0,62.0,3
2179,Devanahalli,1010.0,2.0,58.0,2
2180,Devanahalli,1466.0,3.0,59.96,3
2181,Devanahalli,1520.0,2.0,69.76,3
2182,Devanahalli,1075.0,2.0,52.57,1
2183,Devarachikkanahalli,1250.0,2.0,44.0,3
2184,Devarachikkanahalli,1250.0,2.0,40.0,2
2185,Devarachikkanahalli,1200.0,2.0,83.0,2
2186,Devarachikkanahalli,1170.0,2.0,40.0,2
2187,Devarachikkanahalli,615.0,1.0,24.0,1
2188,Devarachikkanahalli,1230.0,2.0,58.0,2
2189,Devarachikkanahalli,1200.0,3.0,160.0,3
2190,Devarachikkanahalli,1425.0,2.0,65.0,3
2191,Devarachikkanahalli,947.0,2.0,43.0,2
2192,Devarachikkanahalli,1130.0,2.0,36.0,2
2193,Devarachikkanahalli,1417.0,2.0,76.0,3
2194,Devarachikkanahalli,1230.0,2.0,58.0,2
2195,Devarachikkanahalli,1705.0,3.0,75.0,3
2196,Devarachikkanahalli,1116.0,2.0,47.0,2
2197,Devarachikkanahalli,991.0,2.0,40.0,2
2198,Devarachikkanahalli,1700.0,3.0,71.0,3
2199,Dodda Nekkundi,1260.0,2.0,55.0,2
2200,Dodda Nekkundi,850.0,2.0,28.0,2
2201,Dodda Nekkundi,1390.0,2.0,60.0,2
2202,Dodda Nekkundi,1804.0,3.0,121.0,3
2203,Dodda Nekkundi,1080.0,2.0,50.0,2
2204,Dodda Nekkundi,1999.0,3.0,132.0,3
2205,Dodda Nekkundi,1100.0,2.0,48.0,2
2206,Dodda Nekkundi,3400.0,4.0,530.0,4
2207,Dodda Nekkundi,1999.0,3.0,135.0,3
2208,Dodda Nekkundi,3800.0,4.0,600.0,4
2209,Dodda Nekkundi,1100.0,2.0,41.15,2
2210,Dodda Nekkundi,1252.0,2.0,71.0,3
2211,Dodda Nekkundi,1155.0,2.0,46.0,2
2212,Dodda Nekkundi,1128.0,2.0,45.0,2
2213,Dodda Nekkundi,1148.0,2.0,56.0,2
2214,Dodda Nekkundi,1435.0,3.0,57.2,3
2215,Dodda Nekkundi,1145.0,2.0,46.5,2
2216,Dodda Nekkundi,1829.0,3.0,125.0,3
2217,Dodda Nekkundi,1100.0,2.0,41.16,2
2218,Dodda Nekkundi,1100.0,2.0,46.75,2
2219,Dodda Nekkundi,1315.0,2.0,50.0,2
2220,Dodda Nekkundi,1135.0,2.0,58.0,2
2221,Dodda Nekkundi,1100.0,2.0,41.18,2
2222,Dodda Nekkundi,1370.0,2.0,60.0,2
2223,Dodda Nekkundi,1200.0,2.0,71.0,2
2224,Dodda Nekkundi,2400.0,4.0,300.0,3
2225,Dodda Nekkundi,1585.0,2.0,79.0,3
2226,Dodda Nekkundi,1005.0,2.0,45.0,2
2227,Dodda Nekkundi,1264.0,2.0,52.0,2
2228,Doddaballapur,1690.0,3.0,80.0,4
2229,Doddaballapur,3000.0,2.0,120.0,3
2230,Doddaballapur,4200.0,4.0,325.0,4
2231,Doddaballapur,3876.0,3.0,300.0,3
2232,Doddaballapur,2776.0,4.0,195.0,3
2233,Doddaballapur,640.0,1.0,10.5,2
2234,Doddaballapur,2400.0,3.0,250.0,3
2235,Doddaballapur,2440.0,3.0,142.0,3
2236,Doddaballapur,2400.0,3.0,200.0,4
2237,Doddaballapur,654.0,1.0,49.0,1
2238,Doddaballapur,3206.0,5.0,270.0,4
2239,Doddakallasandra,1233.0,2.0,43.0,2
2240,Doddakallasandra,1010.0,2.0,40.39,2
2241,Doddakallasandra,1360.0,2.0,54.39,3
2242,Doddakallasandra,1460.0,2.0,58.39,3
2243,Doddakallasandra,2493.0,3.0,115.0,3
2244,Doddakallasandra,2493.0,3.0,115.0,3
2245,Doddakallasandra,1360.0,2.0,54.4,3
2246,Doddakallasandra,1425.0,2.0,56.99,3
2247,Doddakallasandra,1010.0,2.0,40.39,2
2248,Doddakallasandra,1072.0,2.0,42.87,2
2249,Doddakallasandra,1010.0,2.0,40.4,2
2250,Doddakallasandra,1010.0,2.0,41.0,2
2251,Doddakallasandra,1270.0,2.0,42.0,2
2252,Doddakallasandra,1072.0,2.0,42.87,2
2253,Doddathoguru,970.0,2.0,33.0,2
2254,Doddathoguru,1100.0,2.0,62.0,2
2255,Doddathoguru,1050.0,2.0,32.0,2
2256,Doddathoguru,850.0,2.0,25.0,2
2257,Doddathoguru,1200.0,2.0,75.0,2
2258,Doddathoguru,1030.0,2.0,42.0,2
2259,Doddathoguru,1549.0,3.0,65.0,3
2260,Doddathoguru,1875.0,3.0,55.0,3
2261,Doddathoguru,984.0,2.0,51.0,2
2262,Doddathoguru,550.0,1.0,17.0,1
2263,Doddathoguru,1015.0,2.0,33.5,2
2264,Doddathoguru,1104.0,2.0,39.0,2
2265,Doddathoguru,915.0,2.0,32.0,2
2266,Doddathoguru,1140.0,2.0,32.0,2
2267,Doddathoguru,750.0,1.0,25.5,1
2268,Doddathoguru,1595.0,3.0,62.0,3
2269,Doddathoguru,855.0,2.0,32.0,2
2270,Doddathoguru,1105.0,2.0,50.0,2
2271,Doddathoguru,925.0,2.0,30.0,2
2272,Doddathoguru,1300.0,2.0,42.0,3
2273,Doddathoguru,1140.0,2.0,26.49,2
2274,Doddathoguru,1208.0,3.0,45.0,3
2275,Doddathoguru,1100.0,2.0,50.0,2
2276,Doddathoguru,940.0,2.0,32.9,2
2277,Doddathoguru,1382.0,3.0,65.0,3
2278,Doddathoguru,964.0,2.0,62.0,2
2279,Doddathoguru,1107.0,2.0,44.0,2
2280,Doddathoguru,907.0,2.0,40.0,2
2281,Doddathoguru,1783.0,3.0,85.0,3
2282,Doddathoguru,550.0,1.0,17.0,1
2283,Domlur,1540.0,3.0,90.0,3
2284,Domlur,1875.0,2.0,150.0,3
2285,Domlur,1429.0,3.0,86.0,3
2286,Domlur,1206.0,2.0,217.0,2
2287,Domlur,640.0,1.0,55.0,1
2288,Domlur,1050.0,2.0,85.0,2
2289,Domlur,1800.0,3.0,150.0,3
2290,Domlur,2400.0,4.0,600.0,6
2291,Domlur,1720.0,3.0,135.0,3
2292,Domlur,1950.0,3.0,165.0,3
2293,Domlur,2180.0,3.0,285.0,3
2294,Domlur,650.0,1.0,70.0,1
2295,Domlur,780.0,1.0,70.0,1
2296,Domlur,2180.0,3.0,285.0,3
2297,Domlur,1740.0,3.0,120.0,3
2298,Domlur,1695.0,3.0,125.0,3
2299,Domlur,1246.0,2.0,95.0,2
2300,Domlur,2100.0,3.0,145.0,3
2301,Domlur,1276.0,2.0,80.0,2
2302,Domlur,1850.0,3.0,180.0,3
2303,Domlur,2955.0,3.0,235.0,3
2304,Domlur,1650.0,3.0,180.0,3
2305,Dommasandra,805.0,2.0,22.14,2
2306,Dommasandra,1033.0,2.0,25.53,3
2307,Dommasandra,1267.0,3.0,56.0,3
2308,Dommasandra,1200.0,2.0,50.0,2
2309,Dommasandra,2700.0,3.0,68.0,4
2310,Dommasandra,1033.0,2.0,31.5,3
2311,Dommasandra,1153.0,2.0,43.5,2
2312,Dommasandra,1500.0,2.0,40.0,2
2313,Dommasandra,1090.0,2.0,43.5,2
2314,Dommasandra,850.0,2.0,25.4,2
2315,Dommasandra,674.0,1.0,19.9,2
2316,Dommasandra,999.0,2.0,32.9,2
2317,Dommasandra,900.0,3.0,75.0,3
2318,EPIP Zone,1499.0,5.0,102.0,3
2319,EPIP Zone,1285.0,2.0,82.0,2
2320,EPIP Zone,2330.0,3.0,162.0,3
2321,EPIP Zone,1330.0,2.0,92.5,2
2322,EPIP Zone,1330.0,2.0,86.98,2
2323,EPIP Zone,1330.0,2.0,93.36,2
2324,EPIP Zone,2160.0,4.0,172.0,3
2325,EPIP Zone,3035.0,5.0,200.0,4
2326,EPIP Zone,1500.0,3.0,102.0,3
2327,EPIP Zone,1280.0,2.0,69.0,2
2328,EPIP Zone,1125.0,2.0,65.0,2
2329,EPIP Zone,1734.0,3.0,125.0,3
2330,EPIP Zone,3360.0,5.0,225.0,4
2331,EPIP Zone,1343.0,2.0,86.0,2
2332,EPIP Zone,1709.0,3.0,80.0,3
2333,EPIP Zone,2500.0,3.0,268.0,3
2334,EPIP Zone,2350.0,4.0,163.0,3
2335,EPIP Zone,1860.0,3.0,130.0,3
2336,EPIP Zone,2210.0,3.0,165.0,3
2337,EPIP Zone,3800.0,5.0,170.0,4
2338,EPIP Zone,1810.0,2.0,65.0,2
2339,EPIP Zone,2710.0,3.0,177.0,3
2340,EPIP Zone,3360.0,5.0,221.0,4
2341,Electronic City,660.0,1.0,23.1,2
2342,Electronic City,1025.0,2.0,47.0,3
2343,Electronic City,1000.0,2.0,28.88,2
2344,Electronic City,1530.0,2.0,45.9,3
2345,Electronic City,880.0,1.0,16.5,2
2346,Electronic City,1500.0,2.0,64.5,3
2347,Electronic City,1060.0,2.0,60.0,2
2348,Electronic City,1152.0,2.0,64.5,2
2349,Electronic City,1350.0,2.0,56.0,3
2350,Electronic City,770.0,1.0,36.0,2
2351,Electronic City,1070.0,2.0,52.0,2
2352,Electronic City,1025.0,2.0,46.0,2
2353,Electronic City,589.0,1.0,27.0,1
2354,Electronic City,1100.0,2.0,42.0,2
2355,Electronic City,1200.0,3.0,90.0,3
2356,Electronic City,910.0,2.0,40.0,2
2357,Electronic City,1108.0,2.0,63.0,2
2358,Electronic City,1128.0,2.0,65.0,2
2359,Electronic City,1800.0,3.0,95.0,3
2360,Electronic City,630.0,1.0,34.65,1
2361,Electronic City,1128.0,2.0,63.0,2
2362,Electronic City,1599.0,3.0,125.0,3
2363,Electronic City,1599.0,3.0,99.0,3
2364,Electronic City,1125.0,2.0,32.49,2
2365,Electronic City,1094.0,2.0,42.0,2
2366,Electronic City,1070.0,2.0,55.0,2
2367,Electronic City,940.0,2.0,41.0,2
2368,Electronic City,1320.0,2.0,38.13,3
2369,Electronic City,1128.0,2.0,68.75,2
2370,Electronic City,1342.0,2.0,73.3,2
2371,Electronic City,1360.0,2.0,71.0,3
2372,Electronic City,880.0,2.0,29.0,2
2373,Electronic City,1265.0,2.0,56.93,2
2374,Electronic City,1691.0,2.0,102.0,3
2375,Electronic City,1128.0,2.0,65.49,2
2376,Electronic City,1620.0,3.0,62.0,3
2377,Electronic City,710.0,2.0,16.0,2
2378,Electronic City,1070.0,2.0,56.1,2
2379,Electronic City,2000.0,4.0,120.0,4
2380,Electronic City,890.0,2.0,45.0,2
2381,Electronic City,1128.0,2.0,65.65,2
2382,Electronic City,865.0,2.0,42.0,2
2383,Electronic City,1130.0,2.0,32.64,2
2384,Electronic City,910.0,2.0,42.0,2
2385,Electronic City,975.0,2.0,37.5,2
2386,Electronic City,1360.0,2.0,75.0,3
2387,Electronic City,770.0,1.0,40.0,2
2388,Electronic City,1128.0,2.0,64.0,2
2389,Electronic City,1070.0,2.0,54.0,2
2390,Electronic City,1025.0,2.0,29.6,2
2391,Electronic City,1571.0,3.0,89.0,3
2392,Electronic City,1111.0,3.0,50.0,3
2393,Electronic City,870.0,2.0,39.5,2
2394,Electronic City,630.0,1.0,47.0,1
2395,Electronic City,921.0,2.0,34.0,2
2396,Electronic City,1374.0,2.0,72.0,3
2397,Electronic City,1100.0,2.0,45.0,2
2398,Electronic City,1128.0,2.0,65.35,2
2399,Electronic City,1128.0,2.0,65.0,2
2400,Electronic City,755.0,1.0,34.0,2
2401,Electronic City,1220.0,2.0,35.24,3
2402,Electronic City,4000.0,5.0,150.0,4
2403,Electronic City,1100.0,2.0,40.0,2
2404,Electronic City,1563.0,3.0,91.84,3
2405,Electronic City,1652.0,3.0,70.0,3
2406,Electronic City,1000.0,2.0,22.0,2
2407,Electronic City,1025.0,2.0,54.5,2
2408,Electronic City,1070.0,2.0,46.0,2
2409,Electronic City,1350.0,3.0,58.0,3
2410,Electronic City,1000.0,2.0,25.0,2
2411,Electronic City,1020.0,2.0,29.46,2
2412,Electronic City,1700.0,3.0,75.0,3
2413,Electronic City,1400.0,2.0,48.0,3
2414,Electronic City,1128.0,2.0,68.0,2
2415,Electronic City,700.0,1.0,35.0,1
2416,Electronic City,1360.0,2.0,70.5,3
2417,Electronic City,1150.0,2.0,38.0,2
2418,Electronic City,1571.0,3.0,105.0,3
2419,Electronic City,1090.0,2.0,31.49,2
2420,Electronic City,1089.0,2.0,45.0,2
2421,Electronic City,1110.0,2.0,40.0,2
2422,Electronic City,1600.0,3.0,104.0,3
2423,Electronic City,1130.0,2.0,32.63,2
2424,Electronic City,1500.0,2.0,100.0,3
2425,Electronic City,1440.0,2.0,55.0,3
2426,Electronic City,1156.0,2.0,44.0,3
2427,Electronic City,1400.0,2.0,40.44,3
2428,Electronic City,1152.0,2.0,65.0,2
2429,Electronic City,1070.0,2.0,60.0,2
2430,Electronic City,1128.0,2.0,65.5,2
2431,Electronic City,1200.0,2.0,59.0,2
2432,Electronic City,1152.0,2.0,65.75,2
2433,Electronic City,1225.0,3.0,45.03,3
2434,Electronic City,1070.0,2.0,55.0,2
2435,Electronic City,1060.0,2.0,58.0,2
2436,Electronic City,1025.0,2.0,54.1,2
2437,Electronic City,1105.0,2.0,35.0,3
2438,Electronic City,660.0,1.0,18.0,2
2439,Electronic City,660.0,1.0,15.0,2
2440,Electronic City,1000.0,2.0,41.0,2
2441,Electronic City,1500.0,2.0,78.0,3
2442,Electronic City,1213.0,2.0,59.32,2
2443,Electronic City,1575.0,3.0,90.0,3
2444,Electronic City,435.0,1.0,19.5,1
2445,Electronic City,1449.0,3.0,100.0,3
2446,Electronic City,1310.0,2.0,37.83,3
2447,Electronic City,1125.0,2.0,58.0,2
2448,Electronic City,1090.0,2.0,35.03,2
2449,Electronic City,1575.0,3.0,101.0,3
2450,Electronic City,660.0,1.0,16.0,2
2451,Electronic City,550.0,1.0,12.0,1
2452,Electronic City,919.0,2.0,40.0,2
2453,Electronic City,1500.0,2.0,78.25,3
2454,Electronic City,1363.0,2.0,79.0,2
2455,Electronic City,1156.0,2.0,42.0,2
2456,Electronic City,1020.0,2.0,29.46,2
2457,Electronic City,1108.0,2.0,67.15,2
2458,Electronic City,1160.0,2.0,33.5,2
2459,Electronic City,1128.0,2.0,65.7,2
2460,Electronic City,1170.0,2.0,33.0,2
2461,Electronic City,1060.0,2.0,51.0,2
2462,Electronic City,630.0,1.0,60.0,1
2463,Electronic City,1410.0,2.0,38.0,3
2464,Electronic City,1650.0,3.0,100.0,3
2465,Electronic City,1020.0,2.0,29.45,2
2466,Electronic City,1025.0,2.0,49.0,2
2467,Electronic City,1000.0,2.0,29.7,2
2468,Electronic City,1449.0,3.0,90.0,3
2469,Electronic City,1065.0,2.0,30.75,2
2470,Electronic City,1070.0,2.0,58.0,2
2471,Electronic City,1210.0,2.0,54.0,2
2472,Electronic City,1500.0,2.0,75.0,3
2473,Electronic City,1033.0,2.0,28.41,3
2474,Electronic City,1070.0,2.0,52.0,2
2475,Electronic City,2435.0,4.0,119.0,4
2476,Electronic City,630.0,1.0,47.0,1
2477,Electronic City,660.0,1.0,15.5,2
2478,Electronic City,1125.0,2.0,32.5,2
2479,Electronic City,1165.0,2.0,33.64,2
2480,Electronic City,919.0,2.0,34.0,2
2481,Electronic City,1073.0,2.0,60.0,2
2482,Electronic City,1500.0,2.0,78.0,3
2483,Electronic City,1070.0,2.0,47.0,2
2484,Electronic City,1210.0,2.0,25.0,2
2485,Electronic City,1296.0,2.0,65.0,2
2486,Electronic City,1140.0,2.0,70.93,2
2487,Electronic City,1200.0,2.0,34.65,2
2488,Electronic City,1096.0,2.0,40.55,2
2489,Electronic City,1017.0,2.0,27.0,2
2490,Electronic City,1130.0,2.0,32.63,2
2491,Electronic City,1110.0,2.0,39.95,2
2492,Electronic City,2093.0,4.0,104.0,4
2493,Electronic City,1025.0,2.0,53.9,2
2494,Electronic City,940.0,2.0,54.0,2
2495,Electronic City,435.0,1.0,21.0,1
2496,Electronic City,1500.0,2.0,77.5,3
2497,Electronic City,1631.0,3.0,80.0,3
2498,Electronic City,1355.0,2.0,67.0,2
2499,Electronic City,1200.0,2.0,34.0,2
2500,Electronic City,1175.0,2.0,47.0,2
2501,Electronic City,435.0,1.0,22.0,1
2502,Electronic City,1500.0,2.0,63.0,3
2503,Electronic City,1039.0,2.0,50.0,2
2504,Electronic City,770.0,1.0,39.9,2
2505,Electronic City,919.0,2.0,35.0,2
2506,Electronic City,1128.0,2.0,64.0,2
2507,Electronic City,605.0,1.0,13.31,1
2508,Electronic City,1159.0,2.0,38.0,3
2509,Electronic City,530.0,1.0,13.5,1
2510,Electronic City,1070.0,2.0,53.0,2
2511,Electronic City,1025.0,1.0,26.63,2
2512,Electronic City,2400.0,2.0,78.0,3
2513,Electronic City,1571.0,3.0,83.0,3
2514,Electronic City,1470.0,2.0,44.1,3
2515,Electronic City,1350.0,3.0,66.0,3
2516,Electronic City,1652.0,3.0,110.0,3
2517,Electronic City,1320.0,2.0,38.12,3
2518,Electronic City,1090.0,2.0,31.48,2
2519,Electronic City,1050.0,2.0,39.0,3
2520,Electronic City,1128.0,2.0,65.58,2
2521,Electronic City,1355.0,2.0,97.6,2
2522,Electronic City,635.0,1.0,28.0,1
2523,Electronic City,1128.0,2.0,65.4,2
2524,Electronic City,1096.0,2.0,39.0,2
2525,Electronic City,1150.0,2.0,38.0,2
2526,Electronic City,1355.0,2.0,72.9,2
2527,Electronic City,1200.0,2.0,30.0,2
2528,Electronic City,1200.0,2.0,20.0,2
2529,Electronic City,1150.0,2.0,35.0,2
2530,Electronic City,1165.0,2.0,33.64,2
2531,Electronic City,1609.0,3.0,115.0,3
2532,Electronic City,770.0,1.0,35.0,2
2533,Electronic City,1020.0,2.0,29.45,2
2534,Electronic City,865.0,2.0,40.0,2
2535,Electronic City,800.0,2.0,32.0,2
2536,Electronic City,970.0,2.0,34.0,2
2537,Electronic City,1108.0,2.0,63.0,2
2538,Electronic City,630.0,1.0,40.5,1
2539,Electronic City,1100.0,2.0,41.0,2
2540,Electronic City,975.0,2.0,32.0,2
2541,Electronic City,605.0,1.0,22.0,1
2542,Electronic City,1142.0,2.0,35.0,2
2543,Electronic City,1070.0,2.0,48.0,2
2544,Electronic City,1160.0,2.0,42.0,3
2545,Electronic City,1360.0,2.0,70.0,3
2546,Electronic City,635.0,1.0,28.0,1
2547,Electronic City,1800.0,3.0,190.0,4
2548,Electronic City,1128.0,2.0,65.45,2
2549,Electronic City,890.0,2.0,40.0,2
2550,Electronic City,1065.0,2.0,30.75,2
2551,Electronic City,1127.0,2.0,32.0,2
2552,Electronic City,825.0,2.0,35.0,2
2553,Electronic City,1200.0,2.0,40.5,2
2554,Electronic City,1360.0,2.0,58.0,3
2555,Electronic City,630.0,1.0,46.0,1
2556,Electronic City,1400.0,2.0,40.45,3
2557,Electronic City,1065.0,2.0,30.76,2
2558,Electronic City,630.0,1.0,33.7,1
2559,Electronic City,1025.0,2.0,29.61,2
2560,Electronic City,1160.0,2.0,42.0,3
2561,Electronic City,660.0,1.0,16.5,2
2562,Electronic City,1400.0,3.0,90.0,3
2563,Electronic City,1287.0,3.0,55.0,3
2564,Electronic City,1800.0,3.0,700.0,4
2565,Electronic City,1258.0,2.0,85.5,2
2566,Electronic City,1386.0,2.0,85.0,2
2567,Electronic City,550.0,1.0,27.0,1
2568,Electronic City,1025.0,2.0,50.0,2
2569,Electronic City,1140.0,2.0,33.84,2
2570,Electronic City,1070.0,2.0,55.0,2
2571,Electronic City,1342.0,2.0,72.0,2
2572,Electronic City,1275.0,3.0,70.0,3
2573,Electronic City,770.0,1.0,38.0,2
2574,Electronic City,1200.0,2.0,34.65,2
2575,Electronic City,1005.0,2.0,39.77,2
2576,Electronic City,1110.0,2.0,39.9,2
2577,Electronic City,660.0,1.0,23.0,2
2578,Electronic City,1644.0,3.0,92.59,3
2579,Electronic City,1250.0,2.0,62.0,2
2580,Electronic City,1020.0,2.0,30.27,2
2581,Electronic City,1025.0,2.0,29.6,2
2582,Electronic City,418.0,1.0,12.0,1
2583,Electronic City,1128.0,2.0,64.8,2
2584,Electronic City,1220.0,2.0,35.25,3
2585,Electronic City,1220.0,2.0,35.23,3
2586,Electronic City,1060.0,2.0,55.0,2
2587,Electronic City,710.0,1.0,40.42,1
2588,Electronic City,1000.0,2.0,29.95,2
2589,Electronic City,870.0,2.0,24.0,2
2590,Electronic City,1275.0,3.0,63.43,3
2591,Electronic City,1518.0,3.0,75.0,3
2592,Electronic City,1090.0,2.0,31.48,1
2593,Electronic City,1140.0,2.0,32.92,2
2594,Electronic City,1125.0,2.0,32.49,2
2595,Electronic City,1060.0,2.0,55.0,2
2596,Electronic City,1200.0,2.0,34.66,2
2597,Electronic City,1353.0,2.0,75.0,2
2598,Electronic City,660.0,1.0,18.0,2
2599,Electronic City,1128.0,2.0,67.0,2
2600,Electronic City,1070.0,2.0,57.0,2
2601,Electronic City,1700.0,3.0,90.0,3
2602,Electronic City,1521.0,2.0,57.5,3
2603,Electronic City,750.0,1.0,35.0,1
2604,Electronic City,1210.0,2.0,55.0,2
2605,Electronic City,1070.0,2.0,60.0,2
2606,Electronic City,1400.0,2.0,40.44,3
2607,Electronic City,1190.0,2.0,42.0,2
2608,Electronic City,880.0,2.0,19.0,2
2609,Electronic City,1150.0,2.0,38.08,2
2610,Electronic City,1200.0,4.0,125.0,4
2611,Electronic City,1615.0,3.0,97.0,3
2612,Electronic City,1165.0,2.0,33.65,2
2613,Electronic City,1221.0,2.0,68.0,2
2614,Electronic City,1200.0,3.0,150.0,3
2615,Electronic City,970.0,2.0,35.0,2
2616,Electronic City,1500.0,3.0,73.0,3
2617,Electronic City,995.0,2.0,48.0,2
2618,Electronic City,1342.0,2.0,90.0,2
2619,Electronic City,1320.0,2.0,38.12,3
2620,Electronic City,1128.0,2.0,63.5,2
2621,Electronic City,589.0,1.0,29.0,1
2622,Electronic City,1125.0,2.0,28.13,2
2623,Electronic City,825.0,2.0,30.0,2
2624,Electronic City,1575.0,3.0,94.5,3
2625,Electronic City,1070.0,2.0,48.0,2
2626,Electronic City,1025.0,2.0,54.0,2
2627,Electronic City,1500.0,2.0,70.0,3
2628,Electronic City,1500.0,2.0,64.5,3
2629,Electronic City,1140.0,2.0,32.93,2
2630,Electronic City,2093.0,4.0,134.0,4
2631,Electronic City,750.0,2.0,19.5,2
2632,Electronic City,1355.0,2.0,73.0,2
2633,Electronic City,1360.0,2.0,64.99,3
2634,Electronic City,2010.0,3.0,201.0,3
2635,Electronic City,1060.0,2.0,52.0,2
2636,Electronic City Phase II,1056.0,2.0,39.07,2
2637,Electronic City Phase II,1020.0,2.0,30.6,2
2638,Electronic City Phase II,1069.0,2.0,45.0,2
2639,Electronic City Phase II,630.0,1.0,28.35,1
2640,Electronic City Phase II,1220.0,2.0,35.23,3
2641,Electronic City Phase II,1000.0,2.0,25.0,2
2642,Electronic City Phase II,1090.0,2.0,28.34,2
2643,Electronic City Phase II,2225.0,4.0,98.88,4
2644,Electronic City Phase II,630.0,1.0,40.0,1
2645,Electronic City Phase II,2400.0,3.0,150.0,2
2646,Electronic City Phase II,1400.0,2.0,40.43,3
2647,Electronic City Phase II,775.0,2.0,38.0,2
2648,Electronic City Phase II,1266.0,2.0,59.0,2
2649,Electronic City Phase II,1000.0,2.0,28.88,2
2650,Electronic City Phase II,1320.0,2.0,38.13,3
2651,Electronic City Phase II,1220.0,3.0,35.23,3
2652,Electronic City Phase II,972.0,2.0,44.0,2
2653,Electronic City Phase II,1400.0,2.0,40.43,3
2654,Electronic City Phase II,1031.0,2.0,55.0,2
2655,Electronic City Phase II,1003.0,2.0,40.6,2
2656,Electronic City Phase II,1031.0,2.0,56.35,2
2657,Electronic City Phase II,1320.0,2.0,38.12,3
2658,Electronic City Phase II,1205.0,2.0,75.0,2
2659,Electronic City Phase II,1395.0,2.0,62.78,3
2660,Electronic City Phase II,1160.0,2.0,33.5,2
2661,Electronic City Phase II,1065.0,2.0,30.75,2
2662,Electronic City Phase II,1219.0,2.0,61.25,2
2663,Electronic City Phase II,1400.0,2.0,41.58,3
2664,Electronic City Phase II,1000.0,2.0,28.88,2
2665,Electronic City Phase II,1790.0,3.0,100.0,3
2666,Electronic City Phase II,769.0,2.0,40.0,2
2667,Electronic City Phase II,1400.0,2.0,40.43,3
2668,Electronic City Phase II,900.0,2.0,32.5,2
2669,Electronic City Phase II,1329.0,2.0,41.0,3
2670,Electronic City Phase II,1220.0,3.0,35.23,3
2671,Electronic City Phase II,993.0,2.0,50.0,3
2672,Electronic City Phase II,1418.0,3.0,52.47,3
2673,Electronic City Phase II,1070.0,2.0,45.0,2
2674,Electronic City Phase II,1310.0,2.0,32.75,3
2675,Electronic City Phase II,1310.0,2.0,37.83,3
2676,Electronic City Phase II,1140.0,2.0,33.06,2
2677,Electronic City Phase II,1089.0,2.0,32.67,2
